Sheet 1,,,,,,,,,
Date,SHA,SHE,CSI300,Share,Share_V,Gain_Loss,DailyGain,Market_Value,Principle,SP500,Nasdaq,FTSE100,HangSeng
20/01/2014,1991.25,7524.33,2165.99,320000.00,1.12,37579.57,0.00,357579.57,320000.00,,,6836.70,22928.95
21/01/2014,2008.31,7593.43,2187.41,320000.00,1.12,38785.09,1205.52,358785.09,320000.00,1843.80,4225.76,6834.30,23033.12
22/01/2014,2051.75,7820.45,2243.80,337837.98,1.15,47514.91,8729.82,387514.91,340000.00,1844.86,4243.00,6826.30,23082.25
23/01/2014,2042.18,7788.47,2231.89,337837.98,1.15,47708.82,193.91,387708.82,340000.00,1828.46,4218.88,6773.30,22733.90
24/01/2014,2054.39,7855.14,2245.68,337837.98,1.15,48325.54,616.72,388325.54,340000.00,1790.29,4128.17,6663.70,22450.06
25/01/2014,2054.39,7855.14,2245.68,337837.98,1.15,48325.54,0.00,388325.54,340000.00,1790.29,4128.17,6663.70,22450.06
26/01/2014,2054.39,7855.14,2245.68,337837.98,1.15,48325.54,0.00,388325.54,340000.00,1790.29,4128.17,6663.70,22450.06
27/01/2014,2033.30,7752.54,2215.92,337837.98,1.13,40325.54,(8000.00),380325.54,340000.00,1781.56,4083.61,6550.70,21976.10
28/01/2014,2038.51,7740.75,2219.85,337837.98,1.13,40825.54,500.00,380825.54,340000.00,1792.50,4097.96,6572.30,21960.64
29/01/2014,2049.91,7707.59,2227.78,311224.37,1.11,37000.00,(3825.54),347000.00,310000.00,1774.20,4051.43,6544.30,22141.61
30/01/2014,2033.08,7572.63,2202.45,311224.37,1.11,35000.00,(2000.00),345000.00,310000.00,1794.19,4123.13,6538.50,22035.42
31/01/2014,2033.08,7572.63,2202.45,311224.37,1.11,35000.00,0.00,345000.00,310000.00,1782.59,4103.88,6510.40,22035.42
01/02/2014,2033.08,7572.63,2202.45,311224.37,1.11,35000.00,0.00,345000.00,310000.00,1782.59,4103.88,6510.40,
02/02/2014,2033.08,7572.63,2202.45,311224.37,1.11,35000.00,0.00,345000.00,310000.00,1782.59,4103.88,6510.40,
03/02/2014,2033.08,7572.63,2202.45,311224.37,1.11,35000.00,0.00,345000.00,310000.00,1741.89,3996.96,6465.70,
04/02/2014,2033.08,7572.63,2202.45,311224.37,1.11,35000.00,0.00,345000.00,310000.00,1755.20,4031.52,6449.30,21397.77
05/02/2014,2033.08,7572.63,2202.45,311224.37,1.11,35000.00,0.00,345000.00,310000.00,1751.64,4011.55,6457.90,21269.38
06/02/2014,2033.08,7572.63,2202.45,311224.37,1.11,35000.00,0.00,345000.00,310000.00,1773.43,4057.12,6558.30,21423.13
07/02/2014,2044.50,7616.57,2212.48,311224.37,1.11,34200.00,(800.00),344200.00,310000.00,1797.02,4125.86,6571.70,21636.85
08/02/2014,2044.50,7616.57,2212.48,311224.37,1.11,34200.00,0.00,344200.00,310000.00,1797.02,4125.86,6571.70,21636.85
09/02/2014,2044.50,7616.57,2212.48,311224.37,1.11,34200.00,0.00,344200.00,310000.00,1797.02,4125.86,6571.70,21636.85
10/02/2014,2086.07,7812.16,2267.53,311224.37,1.13,41700.00,7500.00,351700.00,310000.00,1799.84,4148.17,6591.60,21579.26
11/02/2014,2103.67,7838.12,2285.56,320073.52,1.13,42622.00,922.00,362622.00,320000.00,1819.75,4191.05,6672.70,21962.98
12/02/2014,2109.96,7902.08,2291.25,320073.52,1.14,45666.00,3044.00,365666.00,320000.00,1819.26,4201.29,6675.00,22285.79
13/02/2014,2098.40,7857.11,2279.55,320073.52,1.14,45301.00,(365.00),365301.00,320000.00,1829.83,4240.67,6659.40,22165.53
14/02/2014,2115.85,7883.75,2295.57,320073.52,1.14,46478.61,1177.61,366478.61,320000.00,1838.63,4244.02,6663.60,22298.41
15/02/2014,2115.85,7883.75,2295.57,320073.52,1.14,46478.61,0.00,366478.61,320000.00,1838.63,4244.02,6663.60,22298.41
16/02/2014,2115.85,7883.75,2295.57,320073.52,1.14,46478.61,0.00,366478.61,320000.00,1838.63,4244.02,6663.60,22298.41
17/02/2014,2135.41,7943.96,2311.65,320073.52,1.15,48219.56,1740.95,368219.56,320000.00,1838.63,4244.02,6736.00,22535.94
18/02/2014,2119.07,7832.47,2282.44,320073.52,1.14,45231.67,(2987.89),365231.67,320000.00,1840.76,4272.78,6796.40,22587.72
19/02/2014,2142.55,7953.94,2308.66,320073.52,1.16,49953.66,4721.99,369953.66,320000.00,1828.75,4237.95,6796.70,22664.52
20/02/2014,2138.78,7842.12,2287.44,320073.52,1.14,43765.94,(6187.72),363765.94,320000.00,1839.78,4267.55,6813.00,22394.08
21/02/2014,2113.69,7750.56,2264.29,320073.52,1.14,43604.84,(161.10),363604.84,320000.00,1836.25,4263.41,6838.10,22568.24
22/02/2014,2113.69,7750.56,2264.29,320073.52,1.14,43604.84,0.00,363604.84,320000.00,1836.25,4263.41,6838.10,22568.24
23/02/2014,2113.69,7750.56,2264.29,320073.52,1.14,43604.84,0.00,363604.84,320000.00,1836.25,4263.41,6838.10,22568.24
24/02/2014,2076.69,7542.53,2214.51,328876.30,1.10,31089.41,(12515.43),361089.41,330000.00,1847.61,4292.97,6865.90,22388.56
25/02/2014,2034.22,7303.95,2157.91,328876.30,1.07,21895.16,(9194.25),351895.16,330000.00,1845.12,4287.59,6830.50,22317.20
26/02/2014,2041.25,7319.61,2163.41,328876.30,1.07,21003.29,(891.87),351003.29,330000.00,1845.16,4292.06,6799.20,22437.44
27/02/2014,2047.35,7188.74,2154.11,328876.30,1.04,13483.03,(7520.26),343483.03,330000.00,1854.29,4318.93,6810.30,22828.18
28/02/2014,2056.30,7365.93,2178.97,328876.30,1.07,21358.41,7875.38,351358.41,330000.00,1859.45,4308.12,6809.70,22836.96
01/03/2014,2056.30,7365.93,2178.97,328876.30,1.07,21358.41,0.00,351358.41,330000.00,1859.45,4308.12,6809.70,22836.96
02/03/2014,2056.30,7365.93,2178.97,328876.30,1.07,21358.41,0.00,351358.41,330000.00,1859.45,4308.12,6809.70,22836.96
03/03/2014,2075.23,7391.91,2190.37,328876.30,1.08,25425.00,4066.59,355425.00,330000.00,1845.73,4277.30,6708.40,22500.67
04/03/2014,2071.47,7347.11,2184.27,328876.30,1.07,22474.00,(2951.00),352474.00,330000.00,1873.91,4351.97,6823.80,22657.63
05/03/2014,2053.08,7298.13,2163.98,328876.30,1.06,18386.00,(4088.00),348386.00,330000.00,1873.81,4357.97,6775.40,22579.78
06/03/2014,2059.58,7352.03,2173.63,328876.30,1.08,24078.01,5692.01,354078.01,330000.00,1877.03,4352.13,6788.50,22702.97
07/03/2014,2057.91,7328.48,2168.36,328876.30,1.07,22382.80,(1695.21),352382.80,330000.00,1878.04,4336.22,6712.70,22660.49
08/03/2014,2057.91,7328.48,2168.36,328876.30,1.07,22382.80,0.00,352382.80,330000.00,1878.04,4336.22,6712.70,22660.49
09/03/2014,2057.91,7328.48,2168.36,328876.30,1.07,22382.80,0.00,352382.80,330000.00,1878.04,4336.22,6712.70,22660.49
10/03/2014,1999.06,7118.44,2097.79,338209.23,1.06,18294.89,(4087.91),358294.89,340000.00,1877.17,4334.45,6689.50,22264.93
11/03/2014,2001.16,7212.57,2108.66,338209.23,1.08,23789.48,5494.59,363789.48,340000.00,1867.63,4307.19,6685.50,22269.61
12/03/2014,1997.69,7217.02,2114.13,338209.23,1.08,25177.68,1388.20,365177.68,340000.00,1868.20,4323.33,6620.90,21901.95
13/03/2014,2019.11,7319.29,2140.33,338209.23,1.08,25061.92,(115.76),365061.92,340000.00,1846.34,4260.42,6553.80,21756.08
14/03/2014,2004.34,7239.06,2122.84,338209.23,1.07,23159.56,(1902.36),363159.56,340000.00,1841.13,4245.40,6527.90,21539.49
15/03/2014,2004.34,7239.06,2122.84,338209.23,1.07,23159.56,0.00,363159.56,340000.00,1841.13,4245.40,6527.90,21539.49
16/03/2014,2004.34,7239.06,2122.84,338209.23,1.07,23159.56,0.00,363159.56,340000.00,1841.13,4245.40,6527.90,21539.49
17/03/2014,2023.67,7340.62,2143.04,347522.20,1.09,27999.78,4840.22,377999.78,350000.00,1858.83,4279.95,6568.40,21473.95
18/03/2014,2025.20,7273.95,2138.13,356715.91,1.07,23186.78,(4813.00),383186.78,360000.00,1872.25,4333.31,6605.30,21583.50
19/03/2014,2021.73,7150.12,2120.87,366025.10,1.05,14792.43,(8394.35),384792.43,370000.00,1860.77,4307.60,6573.10,21568.69
20/03/2014,1993.48,6998.19,2086.97,394561.92,1.03,7980.00,(6812.43),407980.00,400000.00,1872.01,4319.29,6542.40,21182.16
21/03/2014,2047.62,7241.57,2158.80,394561.92,1.06,17914.33,9934.33,417914.33,400000.00,1866.52,4276.79,6557.20,21436.70
22/03/2014,2047.62,7241.57,2158.80,394561.92,1.06,17914.33,0.00,417914.33,400000.00,1866.52,4276.79,6557.20,21436.70
23/03/2014,2047.62,7241.57,2158.80,394561.92,1.06,17914.33,0.00,417914.33,400000.00,1866.52,4276.79,6557.20,21436.70
24/03/2014,2066.28,7273.76,2176.55,385120.71,1.06,18372.00,457.67,408372.00,390000.00,1857.44,4226.39,6520.40,21846.45
25/03/2014,2067.31,7252.35,2174.44,380405.39,1.06,18294.00,(78.00),403294.00,385000.00,1865.62,4234.27,6604.90,21732.32
26/03/2014,2063.67,7244.19,2171.05,380405.39,1.07,20269.00,1975.00,405269.00,385000.00,1852.56,4173.58,6605.30,21887.75
27/03/2014,2046.59,7173.02,2155.71,380405.39,1.06,16799.84,(3469.16),401799.84,385000.00,1849.04,4151.23,6588.30,21834.45
28/03/2014,2041.71,7165.57,2151.97,380405.39,1.07,21373.94,4574.10,406373.94,385000.00,1857.62,4155.76,6615.60,22065.53
29/03/2014,2041.71,7165.57,2151.97,380405.39,1.07,21373.94,0.00,406373.94,385000.00,1857.62,4155.76,6615.60,22065.53
30/03/2014,2041.71,7165.57,2151.97,380405.39,1.07,21373.94,0.00,406373.94,385000.00,1857.62,4155.76,6615.60,22065.53
31/03/2014,2033.31,7189.58,2146.30,375724.91,1.09,28137.77,6763.83,408137.77,380000.00,1872.34,4198.99,6598.40,22151.06
01/04/2014,2047.46,7281.11,2163.11,375724.91,1.10,33824.00,5686.23,413824.00,380000.00,1885.52,4268.04,6652.60,22448.54
02/04/2014,2058.99,7333.59,2180.73,371185.24,1.10,34085.43,261.43,409085.43,375000.00,1890.90,4276.46,6659.00,22523.94
03/04/2014,2043.70,7298.00,2165.01,366648.47,1.10,35036.53,951.10,405036.53,370000.00,1888.77,4237.74,6649.10,22565.08
04/04/2014,2058.83,7367.80,2185.47,366648.47,1.12,39104.62,4068.09,409104.62,370000.00,1865.09,4127.73,6695.60,22510.08
05/04/2014,2058.83,7367.80,2185.47,366648.47,1.12,39104.62,0.00,409104.62,370000.00,1865.09,4127.73,6695.60,22510.08
06/04/2014,2058.83,7367.80,2185.47,366648.47,1.12,39104.62,0.00,409104.62,370000.00,1865.09,4127.73,6695.60,22510.08
07/04/2014,2058.83,7367.80,2185.47,366648.47,1.12,39104.62,0.00,409104.62,370000.00,1845.04,4079.75,6622.80,22377.15
08/04/2014,2098.28,7508.66,2237.32,357686.25,1.14,46776.94,7672.32,406776.94,360000.00,1851.96,4112.99,6590.70,22596.97
09/04/2014,2105.24,7511.25,2238.62,348893.07,1.14,48111.04,1334.10,398111.04,350000.00,1872.18,4183.90,6635.60,22843.17
10/04/2014,2134.30,7563.20,2273.76,348893.07,1.15,52497.00,4385.96,402497.00,350000.00,1833.08,4054.11,6642.00,23186.96
11/04/2014,2130.54,7586.83,2270.67,340224.85,1.16,56082.71,3585.71,396082.71,340000.00,1815.69,3999.73,6561.70,23003.64
12/04/2014,2130.54,7586.83,2270.67,340224.85,1.16,56082.71,0.00,396082.71,340000.00,1815.69,3999.73,6561.70,23003.64
13/04/2014,2130.54,7586.83,2270.67,340224.85,1.16,56082.71,0.00,396082.71,340000.00,1815.69,3999.73,6561.70,23003.64
14/04/2014,2131.54,7583.28,2268.61,331635.11,1.16,56063.85,(18.86),386063.85,330000.00,1830.61,4022.69,6583.80,23038.80
15/04/2014,2101.60,7449.71,2229.46,331635.11,1.14,49148.95,(6914.90),379148.95,330000.00,1842.98,4034.16,6541.60,22671.26
16/04/2014,2105.12,7468.46,2232.53,331635.11,1.15,51142.00,1993.05,381142.00,330000.00,1862.31,4086.23,6584.20,22696.01
17/04/2014,2098.88,7451.04,2224.80,331635.11,1.14,48329.68,(2812.32),378329.68,330000.00,1864.85,4095.52,6625.30,22760.24
18/04/2014,2097.75,7455.74,2224.48,331635.11,1.14,47650.00,(679.68),377650.00,330000.00,1864.85,4095.52,6625.30,22760.24
19/04/2014,2097.75,7455.74,2224.48,331635.11,1.14,47650.00,0.00,377650.00,330000.00,1864.85,4095.52,6625.30,22760.24
20/04/2014,2097.75,7455.74,2224.48,331635.11,1.14,47650.00,0.00,377650.00,330000.00,1864.85,4095.52,6625.30,22760.24
21/04/2014,2065.83,7353.60,2187.25,331635.11,1.13,44005.56,(3644.44),374005.56,330000.00,1871.89,4121.55,6625.30,22760.24
22/04/2014,2072.83,7391.22,2196.79,331635.11,1.13,45036.66,1031.10,375036.66,330000.00,1879.55,4161.46,6681.80,22730.68
23/04/2014,2067.38,7434.73,2194.67,331635.11,1.14,48546.25,3509.59,378546.25,330000.00,1875.39,4126.97,6674.70,22509.64
24/04/2014,2057.03,7419.44,2190.47,331635.11,1.14,48386.35,(159.90),378386.35,330000.00,1878.61,4148.34,6703.00,22562.80
25/04/2014,2036.52,7323.65,2167.83,331635.11,1.13,44627.45,(3758.90),374627.45,330000.00,1863.40,4075.56,6685.70,22223.53
26/04/2014,2036.52,7323.65,2167.83,331635.11,1.13,44627.45,0.00,374627.45,330000.00,1863.40,4075.56,6685.70,22223.53
27/04/2014,2036.52,7323.65,2167.83,331635.11,1.13,44627.45,0.00,374627.45,330000.00,1863.40,4075.56,6685.70,22223.53
28/04/2014,2003.49,7240.46,2134.97,331635.11,1.12,40568.55,(4058.90),370568.55,330000.00,1869.43,4074.40,6700.20,22132.53
29/04/2014,2020.34,7339.86,2158.47,331635.11,1.14,47460.83,6892.28,377460.83,330000.00,1878.33,4103.54,6769.90,22453.89
30/04/2014,2026.36,7312.86,2158.66,331635.11,1.13,45376.92,(2083.91),375376.92,330000.00,1883.95,4114.56,6780.00,22133.97
01/05/2014,2026.36,7312.86,2158.66,331635.11,1.13,45376.92,0.00,375376.92,330000.00,1883.68,4127.45,6808.90,22133.97
02/05/2014,2026.36,7312.86,2158.66,331635.11,1.13,45376.92,0.00,375376.92,330000.00,1881.14,4123.90,6822.40,22260.67
03/05/2014,2026.36,7312.86,2158.66,331635.11,1.13,45376.92,0.00,375376.92,330000.00,1881.14,4123.90,6822.40,22260.67
04/05/2014,2026.36,7312.86,2158.66,331635.11,1.13,45376.92,0.00,375376.92,330000.00,1881.14,4123.90,6822.40,22260.67
05/05/2014,2027.35,7309.56,2156.47,331635.11,1.13,46016.40,639.48,376016.40,330000.00,1884.66,4138.06,6822.40,21976.33
06/05/2014,2028.04,7311.89,2157.33,331635.11,1.13,45850.00,(166.40),375850.00,330000.00,1867.72,4080.76,6798.60,21976.33
07/05/2014,2010.08,7234.69,2137.32,331635.11,1.12,40303.35,(5546.65),370303.35,330000.00,1878.21,4067.67,6796.40,21746.26
08/05/2014,2015.27,7169.98,2135.50,331635.11,1.12,40952.94,649.59,370952.94,330000.00,1875.63,4051.50,6839.30,21837.12
09/05/2014,2011.13,7162.44,2133.91,331635.11,1.12,42975.04,2022.10,372975.04,330000.00,1878.48,4071.87,6814.60,21862.99
10/05/2014,2011.13,7162.44,2133.91,331635.11,1.12,42975.04,0.00,372975.04,330000.00,1878.48,4071.87,6814.60,21862.99
11/05/2014,2011.13,7162.44,2133.91,331635.11,1.12,42975.04,0.00,372975.04,330000.00,1878.48,4071.87,6814.60,21862.99
12/05/2014,2052.87,7318.14,2180.05,331635.11,1.14,46532.83,3557.79,376532.83,330000.00,1896.65,4143.86,6851.80,22261.61
13/05/2014,2050.73,7310.31,2174.85,331635.11,1.13,45795.92,(736.91),375795.92,330000.00,1897.45,4130.17,6873.10,22352.38
14/05/2014,2047.91,7325.52,2172.37,331635.11,1.12,42767.11,(3028.81),372767.11,330000.00,1888.53,4100.63,6878.50,22582.77
15/05/2014,2024.97,7213.77,2144.08,331635.11,1.12,42620.11,(147.00),372620.11,330000.00,1870.85,4069.29,6840.90,22730.86
16/05/2014,2026.50,7242.17,2145.95,331635.11,1.13,44286.00,1665.89,374286.00,330000.00,1877.86,4090.59,6855.80,22712.91
17/05/2014,2026.50,7242.17,2145.95,331635.11,1.13,44286.00,0.00,374286.00,330000.00,1877.86,4090.59,6855.80,22712.91
18/05/2014,2026.50,7242.17,2145.95,331635.11,1.13,44286.00,0.00,374286.00,330000.00,1877.86,4090.59,6855.80,22712.91
19/05/2014,2005.18,7151.49,2115.14,331635.11,1.11,38731.50,(5554.50),368731.50,330000.00,1885.08,4125.81,6844.60,22704.50
20/05/2014,2008.12,7151.18,2115.77,331635.11,1.12,39989.59,1258.09,369989.59,330000.00,1872.83,4096.89,6802.00,22834.68
21/05/2014,2024.95,7204.65,2135.91,331635.11,1.12,39857.69,(131.90),369857.69,330000.00,1888.03,4131.54,6821.00,22836.52
22/05/2014,2021.28,7183.68,2130.87,331635.11,1.11,38158.78,(1698.91),368158.78,330000.00,1892.49,4154.34,6820.60,22953.76
23/05/2014,2034.57,7240.92,2148.41,331635.11,1.11,39353.38,1194.60,369353.38,330000.00,1900.53,4185.81,6815.80,22965.86
24/05/2014,2034.57,7240.92,2148.41,331635.11,1.11,39353.38,0.00,369353.38,330000.00,1900.53,4185.81,6815.80,22965.86
25/05/2014,2034.57,7240.92,2148.41,331635.11,1.11,39353.38,0.00,369353.38,330000.00,1900.53,4185.81,6815.80,22965.86
26/05/2014,2041.48,7275.11,2155.98,331635.11,1.11,38978.17,(375.21),368978.17,330000.00,1900.53,4185.81,6815.80,22963.18
27/05/2014,2034.57,7260.12,2147.28,331635.11,1.11,38978.17,0.00,368978.17,330000.00,1911.91,4237.07,6844.90,22944.30
28/05/2014,2050.23,7380.69,2169.35,331635.11,1.14,46572.36,7594.19,376572.36,330000.00,1909.78,4225.08,6851.20,23080.03
29/05/2014,2040.60,7341.56,2155.16,331635.11,1.14,46446.86,(125.50),376446.86,330000.00,1920.03,4247.95,6871.30,23010.14
30/05/2014,2039.21,7364.83,2156.46,331635.11,1.14,47305.95,859.09,377305.95,330000.00,1923.57,4242.62,6844.50,23081.65
31/05/2014,2039.21,7364.83,2156.46,331635.11,1.14,47305.95,0.00,377305.95,330000.00,1923.57,4242.62,6844.50,23081.65
01/06/2014,2039.21,7364.83,2156.46,331635.11,1.14,47305.95,0.00,377305.95,330000.00,1878.33,4103.54,6769.90,22453.89
02/06/2014,2039.21,7364.83,2156.46,331635.11,1.14,47305.95,0.00,377305.95,330000.00,1924.97,4237.20,6864.10,22453.89
03/06/2014,2038.31,7321.52,2149.92,331635.11,1.14,49425.33,2119.38,379425.33,330000.00,1924.24,4234.08,6836.30,23291.04
04/06/2014,2024.83,7223.13,2128.27,331635.11,1.13,45276.43,(4148.90),375276.43,330000.00,1927.88,4251.64,6818.60,23151.71
05/06/2014,2040.88,7303.64,2150.60,331635.11,1.14,48468.53,3192.10,378468.53,330000.00,1940.46,4296.23,6813.50,23109.66
06/06/2014,2029.96,7235.39,2134.72,331635.11,1.14,46980.12,(1488.41),376980.12,330000.00,1949.44,4321.40,6858.20,22951.00
07/06/2014,2029.96,7235.39,2134.72,331635.11,1.14,46980.12,0.00,376980.12,330000.00,1949.44,4321.40,6858.20,22951.00
08/06/2014,2029.96,7235.39,2134.72,331635.11,1.14,46980.12,0.00,376980.12,330000.00,1949.44,4321.40,6858.20,22951.00
09/06/2014,2030.50,7227.24,2136.29,331635.11,1.13,43248.41,(3731.71),373248.41,330000.00,1951.27,4336.24,6875.00,23117.47
10/06/2014,2052.53,7341.66,2161.27,331635.11,1.14,49503.51,6255.10,379503.51,330000.00,1950.79,4338.00,6873.60,23315.74
11/06/2014,2054.95,7340.69,2160.77,331635.11,1.14,48810.10,(693.41),378810.10,330000.00,1943.89,4331.93,6838.90,23257.29
12/06/2014,2051.71,7299.81,2153.41,331635.11,1.14,47916.20,(893.90),377916.20,330000.00,1930.11,4297.63,6843.10,23175.02
13/06/2014,2070.71,7401.35,2176.24,331635.11,1.16,53576.79,5660.59,383576.79,330000.00,1936.16,4310.65,6777.90,23319.17
14/06/2014,2070.71,7401.35,2176.24,331635.11,1.16,53576.79,0.00,383576.79,330000.00,1936.16,4310.65,6777.90,23319.17
15/06/2014,2070.71,7401.35,2176.24,331635.11,1.16,53576.79,0.00,383576.79,330000.00,1936.16,4310.65,6777.90,23319.17
16/06/2014,2085.98,7416.99,2191.85,331635.11,1.16,54980.58,1403.79,384980.58,330000.00,1937.78,4321.10,6754.60,23300.67
17/06/2014,2066.70,7331.37,2169.67,331635.11,1.14,49076.66,(5903.92),379076.66,330000.00,1941.99,4337.23,6766.80,23203.59
18/06/2014,2055.52,7297.40,2160.24,331635.11,1.14,47416.27,(1660.39),377416.27,330000.00,1956.98,4362.84,6778.60,23181.72
19/06/2014,2023.73,7180.32,2126.91,331635.11,1.13,45244.87,(2171.40),375244.87,330000.00,1959.48,4359.33,6808.10,23167.73
20/06/2014,2026.67,7195.69,2136.73,331635.11,1.13,45769.38,524.51,375769.38,330000.00,1962.87,4368.04,6825.20,23194.06
21/06/2014,2026.67,7195.69,2136.73,331635.11,1.13,45769.38,0.00,375769.38,330000.00,1962.87,4368.04,6825.20,23194.06
22/06/2014,2026.67,7195.69,2136.73,331635.11,1.13,45769.38,0.00,375769.38,330000.00,1962.87,4368.04,6825.20,23194.06
23/06/2014,2024.37,7192.87,2134.11,331635.11,1.12,42487.15,(3282.23),372487.15,330000.00,1962.61,4368.68,6800.60,22804.81
24/06/2014,2033.93,7240.85,2144.82,331635.11,1.13,45543.25,3056.10,375543.25,330000.00,1949.98,4350.35,6787.10,22880.64
25/06/2014,2025.50,7217.65,2133.37,331635.11,1.13,45478.84,(64.41),375478.84,330000.00,1959.53,4379.76,6733.60,22866.70
26/06/2014,2038.68,7291.88,2149.08,331635.11,1.14,49012.94,3534.10,379012.94,330000.00,1957.22,4379.05,6735.10,23197.83
27/06/2014,2036.51,7312.62,2150.26,331635.11,1.15,50789.54,1776.60,380789.54,330000.00,1960.96,4397.93,6757.80,23221.52
28/06/2014,2036.51,7312.62,2150.26,331635.11,1.15,50789.54,0.00,380789.54,330000.00,1960.96,4397.93,6757.80,23221.52
29/06/2014,2036.51,7312.62,2150.26,331635.11,1.15,50789.54,0.00,380789.54,330000.00,1960.96,4397.93,6757.80,23221.52
30/06/2014,2048.33,7343.28,2165.12,331635.11,1.15,52336.32,1546.78,382336.32,330000.00,1960.23,4408.18,6743.90,23190.72
01/07/2014,2050.38,7297.50,2164.56,331635.11,1.14,47192.92,(5143.40),377192.92,330000.00,1973.32,4458.65,6802.90,23190.72
02/07/2014,2059.42,7310.38,2170.87,331635.11,1.14,47474.02,281.10,377474.02,330000.00,1974.62,4457.73,6816.40,23549.62
03/07/2014,2063.23,7335.54,2180.19,331635.11,1.14,49413.11,1939.09,379413.11,330000.00,1985.44,4485.93,6865.20,23531.44
04/07/2014,2059.37,7333.91,2178.70,331635.11,1.14,49625.66,212.55,379625.66,330000.00,1985.44,4485.93,6866.10,23546.36
05/07/2014,2059.37,7333.91,2178.70,331635.11,1.14,49625.66,0.00,379625.66,330000.00,1985.44,4485.93,6866.10,23546.36
06/07/2014,2059.37,7333.91,2178.70,331635.11,1.14,49625.66,0.00,379625.66,330000.00,1985.44,4485.93,6866.10,23546.36
07/07/2014,2059.93,7321.52,2176.29,331635.11,1.14,47018.45,(2607.21),377018.45,330000.00,1977.65,4451.53,6823.50,23540.92
08/07/2014,2064.02,7358.33,2180.47,331635.11,1.14,48778.04,1759.59,378778.04,330000.00,1963.71,4391.46,6738.50,23541.38
09/07/2014,2038.61,7192.71,2148.71,331635.11,1.12,42871.89,(5906.15),372871.89,330000.00,1972.83,4419.03,6718.00,23176.07
10/07/2014,2038.34,7159.63,2142.85,331635.11,1.12,40000.00,(2871.89),370000.00,330000.00,1964.68,4396.20,6672.40,23238.99
11/07/2014,2046.96,7206.97,2148.01,331635.11,1.12,41211.58,1211.58,371211.58,330000.00,1967.57,4415.49,6690.20,23233.45
12/07/2014,2046.96,7206.97,2148.01,331635.11,1.12,41211.58,0.00,371211.58,330000.00,1967.57,4415.49,6690.20,23233.45
13/07/2014,2046.96,7206.97,2148.01,331635.11,1.12,41211.58,0.00,371211.58,330000.00,1967.57,4415.49,6690.20,23233.45
14/07/2014,2066.65,7278.86,2171.76,331635.11,1.13,45389.30,4177.72,375389.30,330000.00,1977.10,4440.42,6746.10,23346.67
15/07/2014,2070.36,7304.41,2174.98,322800.68,1.14,46697.89,1308.59,366697.89,320000.00,1973.28,4416.39,6710.50,23459.96
16/07/2014,2067.28,7261.91,2170.87,322800.68,1.13,44758.99,(1938.90),364758.99,320000.00,1981.57,4425.97,6784.70,23523.28
17/07/2014,2055.59,7194.74,2157.07,322800.68,1.13,44201.58,(557.41),364201.58,320000.00,1958.12,4363.45,6738.30,23520.87
18/07/2014,2059.07,7259.45,2164.14,322800.68,1.14,47991.00,3789.42,367991.00,320000.00,1978.22,4432.15,6749.50,23454.79
19/07/2014,2059.07,7259.45,2164.14,322800.68,1.14,47991.00,0.00,367991.00,320000.00,1978.22,4432.15,6749.50,23454.79
20/07/2014,2059.07,7259.45,2164.14,322800.68,1.14,47991.00,0.00,367991.00,320000.00,1978.22,4432.15,6749.50,23454.79
21/07/2014,2054.48,7274.51,2166.29,322800.68,1.16,53130.97,5139.97,373130.97,320000.00,1973.63,4424.70,6728.40,23387.14
22/07/2014,2075.48,7372.65,2192.70,322800.68,1.16,54304.46,1173.49,374304.46,320000.00,1983.53,4456.02,6795.30,23782.11
23/07/2014,2078.49,7375.31,2197.83,322800.68,1.17,56662.06,2357.60,376662.06,320000.00,1987.01,4473.70,6798.20,23971.87
24/07/2014,2105.06,7503.40,2237.01,322800.68,1.19,62803.16,6141.10,382803.16,320000.00,1987.98,4472.11,6821.50,24141.50
25/07/2014,2126.61,7578.12,2260.45,322800.68,1.19,65353.16,2550.00,385353.16,320000.00,1978.34,4449.56,6791.60,24216.01
26/07/2014,2126.61,7578.12,2260.45,322800.68,1.19,65353.16,0.00,385353.16,320000.00,1978.34,4449.56,6791.60,24216.01
27/07/2014,2126.61,7578.12,2260.45,322800.68,1.19,65353.16,0.00,385353.16,320000.00,1978.34,4449.56,6791.60,24216.01
28/07/2014,2177.95,7808.66,2323.90,306047.18,1.23,75105.04,9751.88,375105.04,300000.00,1978.91,4444.91,6788.10,24428.63
29/07/2014,2183.19,7867.04,2331.37,306047.18,1.23,77631.13,2526.09,377631.13,300000.00,1969.95,4442.70,6807.80,24640.53
30/07/2014,2181.24,7853.23,2322.01,306047.18,1.23,76343.73,(1287.40),376343.73,300000.00,1970.07,4462.90,6773.40,24732.21
31/07/2014,2201.56,7956.91,2350.25,306047.18,1.25,82110.93,5767.20,382110.93,300000.00,1930.67,4369.77,6730.10,24756.85
01/08/2014,2185.30,7880.98,2329.40,306047.18,1.24,80996.93,(1114.00),380996.93,300000.00,1925.15,4352.64,6679.20,24532.43
02/08/2014,2185.30,7880.98,2329.40,306047.18,1.24,80996.93,0.00,380996.93,300000.00,1925.15,4352.64,6679.20,24532.43
03/08/2014,2185.30,7880.98,2329.40,306047.18,1.24,80996.93,0.00,380996.93,300000.00,1925.15,4352.64,6679.20,24532.43
