Sheet 1,,,,,,,,,
Date,SHA,SHE,CSI300,Share,Share_V,Gain_Loss,DailyGain,Market_Value,Principle,SP500,Nasdaq,FTSE100,HangSeng
27/09/2015,3092.35,9904.76,3231.95,198120.99,1.61,189863.48,0.00,319863.48,130000.00,1931.34,4686.50,6109.00,21186.32
28/09/2015,3100.76,10115.55,3242.75,198120.99,1.63,192635.48,2772.00,322635.48,130000.00,1881.77,4543.97,5958.90,21186.32
29/09/2015,3038.14,9949.92,3178.85,198120.99,1.60,187749.48,(4886.00),317749.48,130000.00,1884.09,4517.32,5909.20,20556.60
30/09/2015,3052.78,9988.25,3202.95,198120.99,1.66,198641.48,10892.00,328641.48,130000.00,1920.03,4620.16,6061.60,20846.30
01/10/2015,3052.78,9988.25,3202.95,198120.99,1.66,198641.48,0.00,328641.48,130000.00,1923.82,4627.08,6072.50,20846.30
02/10/2015,3052.78,9988.25,3202.95,198120.99,1.66,198641.48,0.00,328641.48,130000.00,1951.36,4707.78,6130.00,21506.09
03/10/2015,3052.78,9988.25,3202.95,198120.99,1.66,198641.48,0.00,328641.48,130000.00,1951.36,4707.78,6130.00,21506.09
04/10/2015,3052.78,9988.25,3202.95,198120.99,1.66,198641.48,0.00,328641.48,130000.00,1951.36,4707.78,6130.00,21506.09
05/10/2015,3052.78,9988.25,3202.95,198120.99,1.66,198641.48,0.00,328641.48,130000.00,1987.05,4781.26,6298.90,21854.50
06/10/2015,3052.78,9988.25,3202.95,198120.99,1.66,198641.48,0.00,328641.48,130000.00,1979.92,4748.36,6326.20,21831.62
07/10/2015,3052.78,9988.25,3202.95,198120.99,1.66,198641.48,0.00,328641.48,130000.00,1995.83,4791.15,6336.40,22515.76
08/10/2015,3143.36,10394.73,3296.48,198120.99,1.75,216165.48,17524.00,346165.48,130000.00,2013.43,4810.79,6374.80,22354.91
09/10/2015,3183.15,10540.19,3340.12,198120.99,1.75,215905.48,(260.00),345905.48,130000.00,2014.89,4830.47,6416.20,22458.80
10/10/2015,3183.15,10540.19,3340.12,198120.99,1.75,215905.48,0.00,345905.48,130000.00,2014.89,4830.47,6416.20,22458.80
11/10/2015,3183.15,10540.19,3340.12,198120.99,1.75,215905.48,0.00,345905.48,130000.00,2014.89,4830.47,6416.20,22458.80
12/10/2015,3287.66,10961.36,3447.69,198120.99,1.83,231571.48,15666.00,361571.48,130000.00,2017.46,4838.64,6371.20,22730.93
13/10/2015,3293.23,11042.13,3445.04,198120.99,1.83,231845.48,274.00,361845.48,130000.00,2003.69,4796.61,6342.30,22600.46
14/10/2015,3262.44,10901.48,3406.11,198120.99,1.77,220693.48,(11152.00),350693.48,130000.00,1994.24,4782.85,6269.60,22439.91
15/10/2015,3338.07,11229.38,3486.81,198120.99,1.81,228357.48,7664.00,358357.48,130000.00,2023.86,4870.10,6338.70,22888.17
16/10/2015,3391.35,11374.83,3534.06,198120.99,1.82,230395.48,2038.00,360395.48,130000.00,2033.11,4886.69,6378.00,23067.37
17/10/2015,3391.35,11374.83,3534.06,198120.99,1.82,230395.48,0.00,360395.48,130000.00,2033.11,4886.69,6378.00,23067.37
18/10/2015,3391.35,11374.83,3534.06,198120.99,1.82,230395.48,0.00,360395.48,130000.00,2033.11,4886.69,6378.00,23067.37
19/10/2015,3386.70,11391.01,3534.18,198120.99,1.80,226771.48,(3624.00),356771.48,130000.00,2033.66,4905.47,6352.30,23075.61
20/10/2015,3425.33,11597.08,3577.70,198120.99,1.80,226559.48,(212.00),356559.48,130000.00,2030.77,4880.97,6345.10,22989.22
21/10/2015,3320.68,10915.99,3473.25,198120.99,1.74,215233.48,(11326.00),345233.48,130000.00,2018.94,4840.12,6348.40,22989.22
22/10/2015,3368.74,11305.10,3524.53,198120.99,1.77,220803.48,5570.00,350803.48,130000.00,2052.51,4920.05,6376.30,22845.37
23/10/2015,3412.43,11603.46,3571.24,198120.99,1.80,227265.48,6462.00,357265.48,130000.00,2075.15,5031.86,6444.10,23151.94
24/10/2015,3412.43,11603.46,3571.24,198120.99,1.80,227265.48,0.00,357265.48,130000.00,2075.15,5031.86,6444.10,23151.94
25/10/2015,3412.43,11603.46,3571.24,198120.99,1.80,227265.48,0.00,357265.48,130000.00,2075.15,5031.86,6444.10,23151.94
26/10/2015,3429.58,11687.77,3589.26,198120.99,1.80,226789.48,(476.00),356789.48,130000.00,2071.18,5034.70,6417.00,23116.25
27/10/2015,3434.34,11758.41,3592.88,198120.99,1.78,222125.48,(4664.00),352125.48,130000.00,2065.89,5030.15,6365.30,23142.73
28/10/2015,3375.20,11494.35,3524.92,198120.99,1.75,216553.48,(5572.00),346553.48,130000.00,2090.35,5095.69,6437.80,22956.57
29/10/2015,3387.32,11566.66,3533.31,198120.99,1.77,221553.48,5000.00,351553.48,130000.00,2089.41,5074.27,6395.80,22819.94
30/10/2015,3382.56,11546.05,3534.08,198120.99,1.79,224447.48,2894.00,354447.48,130000.00,2079.36,5053.75,6361.10,22640.04
31/10/2015,3382.56,11546.05,3534.08,198120.99,1.79,224447.48,0.00,354447.48,130000.00,2079.36,5053.75,6361.10,22640.04
01/11/2015,3382.56,11546.05,3534.08,198120.99,1.79,224447.48,0.00,354447.48,130000.00,1884.09,4517.32,5909.20,20556.60
02/11/2015,3325.08,11304.88,3475.96,198120.99,1.81,228493.48,4046.00,358493.48,130000.00,2104.05,5127.15,6361.80,22370.04
03/11/2015,3316.70,11288.14,3465.49,198120.99,1.79,223875.48,(4618.00),353875.48,130000.00,2109.79,5145.13,6383.60,22568.43
04/11/2015,3459.64,11884.90,3628.54,198120.99,1.86,238323.48,14448.00,368323.48,130000.00,2102.31,5142.48,6412.90,23053.57
05/11/2015,3522.82,11939.81,3705.97,198120.99,1.90,245885.48,7562.00,375885.48,130000.00,2099.93,5127.74,6364.90,23051.04
06/11/2015,3590.03,12273.35,3793.37,198120.99,1.92,250069.48,4184.00,380069.48,130000.00,2099.20,5147.12,6353.80,22867.33
07/11/2015,3590.03,12273.35,3793.37,198120.99,1.92,250069.48,0.00,380069.48,130000.00,2099.20,5147.12,6353.80,22867.33
08/11/2015,3590.03,12273.35,3793.37,198120.99,1.92,250069.48,0.00,380069.48,130000.00,2099.20,5147.12,6353.80,22867.33
09/11/2015,3646.88,12453.24,3840.35,198120.99,1.94,253675.48,3606.00,383675.48,130000.00,2078.58,5095.30,6295.20,22726.77
10/11/2015,3640.49,12500.53,3833.24,198120.99,1.91,249137.48,(4538.00),379137.48,130000.00,2081.72,5083.24,6275.30,22401.70
11/11/2015,3650.25,12677.54,3833.65,198120.99,1.90,246333.48,(2804.00),376333.48,130000.00,2075.00,5067.02,6297.20,22352.17
12/11/2015,3632.90,12635.39,3795.32,198120.99,1.91,248293.48,1960.00,378293.48,130000.00,2045.97,5005.08,6178.70,22888.92
13/11/2015,3580.84,12402.04,3746.24,198120.99,1.87,240201.48,(8092.00),370201.48,130000.00,2023.04,4927.88,6118.30,22396.14
14/11/2015,3580.84,12402.04,3746.24,198120.99,1.87,240201.48,0.00,370201.48,130000.00,2023.04,4927.88,6118.30,22396.14
15/11/2015,3580.84,12402.04,3746.24,198120.99,1.87,240201.48,0.00,370201.48,130000.00,2023.04,4927.88,6118.30,22396.14
16/11/2015,3606.96,12620.38,3764.13,192769.28,1.89,245167.48,4966.00,365167.48,120000.00,2053.19,4984.62,6146.40,22010.82
17/11/2015,3604.80,12511.54,3758.39,192769.28,1.88,242977.48,(2190.00),362977.48,120000.00,2050.44,4986.02,6268.80,22264.25
18/11/2015,3568.47,12283.76,3715.58,192769.28,1.85,236843.48,(6134.00),356843.48,120000.00,2083.58,5075.20,6279.00,22188.26
19/11/2015,3617.06,12609.84,3774.97,192769.28,1.88,242083.48,5240.00,362083.48,120000.00,2081.24,5073.64,6329.90,22500.22
20/11/2015,3630.50,12702.03,3774.38,192769.28,1.87,240813.48,(1270.00),360813.48,120000.00,2089.17,5104.92,6334.60,22754.72
21/11/2015,3630.50,12702.03,3774.38,192769.28,1.87,240813.48,0.00,360813.48,120000.00,2089.17,5104.92,6334.60,22754.72
22/11/2015,3630.50,12702.03,3774.38,192769.28,1.87,240813.48,0.00,360813.48,120000.00,2089.17,5104.92,6334.60,22754.72
23/11/2015,3610.31,12586.69,3753.33,192769.28,1.87,240833.48,20.00,360833.48,120000.00,2086.59,5102.48,6305.50,22665.90
24/11/2015,3616.11,12694.86,3753.89,192769.28,1.88,241933.48,1100.00,361933.48,120000.00,2089.14,5102.81,6277.20,22587.63
25/11/2015,3647.93,12893.23,3781.61,192769.28,1.88,241561.48,(372.00),361561.48,120000.00,2088.87,5116.14,6337.60,22498.00
26/11/2015,3635.55,12767.50,3759.43,192769.28,1.90,245799.48,4238.00,365799.48,120000.00,2088.87,5116.14,6393.10,22488.94
27/11/2015,3436.30,11961.70,3556.99,192769.28,1.79,225833.48,(19966.00),345833.48,120000.00,2090.11,5127.52,6375.20,22068.32
28/11/2015,3436.30,11961.70,3556.99,192769.28,1.79,225833.48,0.00,345833.48,120000.00,2090.11,5127.52,6375.20,22068.32
29/11/2015,3436.30,11961.70,3556.99,192769.28,1.79,225833.48,0.00,345833.48,120000.00,2090.11,5127.52,6375.20,22068.32
30/11/2015,3445.40,12037.86,3566.41,192769.28,1.78,223971.48,(1862.00),343971.48,120000.00,2080.41,5108.67,6356.10,21996.42
01/12/2015,3456.31,12081.17,3591.70,192769.28,1.83,232775.48,8804.00,352775.48,120000.00,2102.63,5156.31,6395.70,22381.35
02/12/2015,3536.91,12186.27,3721.96,192769.28,1.94,254405.48,21630.00,374405.48,120000.00,2079.51,5123.22,6420.90,22479.69
03/12/2015,3584.82,12447.38,3749.30,192769.28,1.92,249673.48,(4732.00),369673.48,120000.00,2049.62,5037.53,6275.00,22417.01
04/12/2015,3524.99,12329.18,3677.59,245436.56,1.94,256016.48,6343.00,477016.48,221000.00,2091.69,5142.27,6238.30,22235.89
05/12/2015,3524.99,12329.18,3677.59,245436.56,1.94,256016.48,0.00,477016.48,221000.00,2091.69,5142.27,6238.30,22235.89
06/12/2015,3524.99,12329.18,3677.59,245436.56,1.94,256016.48,0.00,477016.48,221000.00,2091.69,5142.27,6238.30,22235.89
07/12/2015,3536.93,12443.05,3687.61,265503.01,1.98,264507.89,8491.41,524507.89,260000.00,2077.07,5101.81,6223.50,22203.22
08/12/2015,3470.07,12164.97,3623.02,290812.73,1.91,246667.63,(17840.26),556667.63,310000.00,2063.59,5098.24,6135.20,21905.13
09/12/2015,3472.44,12179.83,3635.94,290812.73,1.94,253225.33,6557.70,563225.33,310000.00,2047.62,5022.87,6126.70,21803.76
10/12/2015,3455.50,12181.03,3623.08,290812.73,1.94,252750.77,(474.56),562750.77,310000.00,2052.23,5045.17,6088.10,21704.61
11/12/2015,3434.58,12134.02,3608.06,290812.73,1.96,259342.77,6592.00,569342.77,310000.00,2012.37,4933.47,5952.80,21464.05
12/12/2015,3434.58,12134.02,3608.06,290812.73,1.96,259342.77,0.00,569342.77,310000.00,2012.37,4933.47,5952.80,21464.05
13/12/2015,3434.58,12134.02,3608.06,290812.73,1.96,259342.77,0.00,569342.77,310000.00,2012.37,4933.47,5952.80,21464.05
14/12/2015,3520.67,12400.59,3711.32,290812.73,1.99,267426.77,8084.00,577426.77,310000.00,2021.94,4952.23,5874.10,21309.85
15/12/2015,3510.35,12495.25,3694.39,290812.73,1.98,266064.77,(1362.00),576064.77,310000.00,2043.41,4995.36,6017.80,21274.37
16/12/2015,3516.19,12511.03,3685.44,290812.73,1.97,262062.77,(4002.00),572062.77,310000.00,2073.07,5071.13,6061.20,21701.21
17/12/2015,3580.00,12825.48,3755.89,290812.73,2.00,271460.37,9397.60,581460.37,310000.00,2041.89,5002.55,6102.50,21872.06
18/12/2015,3578.96,12830.25,3767.91,280809.89,1.99,267588.37,(3872.00),557588.37,290000.00,2005.55,4923.08,6052.40,21755.56
19/12/2015,3578.96,12830.25,3767.91,280809.89,1.99,267588.37,0.00,557588.37,290000.00,2005.55,4923.08,6052.40,21755.56
20/12/2015,3578.96,12830.25,3767.91,280809.89,1.99,267588.37,0.00,557588.37,290000.00,2005.55,4923.08,6052.40,21755.56
21/12/2015,3642.47,13028.31,3865.97,235484.54,2.08,289490.81,21902.44,489490.81,200000.00,2021.15,4968.92,6034.80,21791.68
22/12/2015,3651.77,13139.13,3876.73,235484.54,2.09,292764.23,3273.42,492764.23,200000.00,2038.97,5001.11,6083.10,21830.02
23/12/2015,3636.09,13007.87,3866.38,235484.54,2.10,294503.21,1738.98,494503.21,200000.00,2064.29,5045.93,6241.00,22040.59
24/12/2015,3612.49,12932.37,3829.40,235484.54,2.08,288640.07,(5863.14),488640.07,200000.00,2060.99,5048.49,6254.60,22138.13
25/12/2015,3627.91,12980.57,3838.20,235484.54,2.09,292222.07,3582.00,492222.07,200000.00,2060.99,5048.49,6254.60,22138.13
26/12/2015,3627.91,12980.57,3838.20,235484.54,2.09,292222.07,0.00,492222.07,200000.00,2060.99,5048.49,6254.60,22138.13
27/12/2015,3627.91,12980.57,3838.20,235484.54,2.09,292222.07,0.00,492222.07,200000.00,2060.99,5048.49,6254.60,22138.13
28/12/2015,3533.78,12686.34,3727.63,235484.54,2.04,280431.53,(11790.54),480431.53,200000.00,2056.50,5040.99,6254.60,21919.62
29/12/2015,3563.74,12806.16,3761.88,235484.54,2.08,290892.40,10460.87,490892.40,200000.00,2078.36,5107.94,6314.60,21999.62
30/12/2015,3572.88,12889.83,3765.18,235484.54,2.10,295509.05,4616.65,495509.05,200000.00,2063.36,5065.85,6274.10,21882.15
31/12/2015,3539.18,12664.89,3731.00,235484.54,2.08,288790.97,(6718.08),488790.97,200000.00,2043.94,5007.41,6242.30,21914.40
01/01/2016,3539.18,12664.89,3731.00,235484.54,2.08,288790.97,0.00,488790.97,200000.00,2043.94,5007.41,6242.30,21914.40
02/01/2016,3539.18,12664.89,3731.00,235484.54,2.08,288790.97,0.00,488790.97,200000.00,2043.94,5007.41,6242.30,21914.40
03/01/2016,3539.18,12664.89,3731.00,235484.54,2.08,288790.97,0.00,488790.97,200000.00,2043.94,5007.41,6242.30,21914.40
04/01/2016,3296.26,11626.04,3469.07,264390.70,1.92,246493.77,(42297.20),506493.77,260000.00,2012.66,4903.09,6093.40,21327.12
05/01/2016,3287.71,11468.06,3478.78,290490.80,1.91,244208.54,(2285.23),554208.54,310000.00,2016.71,4891.43,6137.20,21188.72
06/01/2016,3361.84,11724.88,3539.81,311456.97,1.94,255028.34,10819.80,605028.34,350000.00,1990.26,4835.76,6073.40,20980.81
07/01/2016,3125.00,10760.27,3294.38,311456.97,1.79,206045.34,(48983.00),556045.34,350000.00,1943.09,4689.43,5954.10,20333.34
08/01/2016,3186.41,10888.91,3361.56,311456.97,1.81,213462.34,7417.00,563462.34,350000.00,1922.03,4643.63,5912.40,20453.71
09/01/2016,3186.41,10888.91,3361.56,311456.97,1.81,213462.34,0.00,563462.34,350000.00,1922.03,4643.63,5912.40,20453.71
10/01/2016,3186.41,10888.91,3361.56,311456.97,1.81,213462.34,0.00,563462.34,350000.00,1922.03,4643.63,5912.40,20453.71
11/01/2016,3016.70,10212.46,3192.45,311456.97,1.70,178551.34,(34911.00),528551.34,350000.00,1923.67,4637.99,5871.80,19888.50
12/01/2016,3022.86,10293.70,3215.71,311456.97,1.71,182426.67,3875.33,532426.67,350000.00,1938.68,4685.92,5929.20,19711.76
13/01/2016,2949.60,9978.82,3155.88,311456.97,1.67,171513.67,(10913.00),521513.67,350000.00,1890.28,4526.06,5961.00,19934.88
14/01/2016,3007.65,10344.94,3221.57,329373.49,1.74,192889.67,21376.00,572889.67,380000.00,1921.84,4615.00,5918.20,19817.41
15/01/2016,2900.97,9997.93,3118.73,329373.49,1.68,172721.67,(20168.00),552721.67,380000.00,1880.33,4488.42,5804.10,19520.77
16/01/2016,2900.97,9997.93,3118.73,329373.49,1.68,172721.67,0.00,552721.67,380000.00,1880.33,4488.42,5804.10,19520.77
17/01/2016,2900.97,9997.93,3118.73,329373.49,1.68,172721.67,0.00,552721.67,380000.00,1880.33,4488.42,5804.10,19520.77
18/01/2016,2913.84,10155.96,3130.73,329373.49,1.69,176712.67,3991.00,556712.67,380000.00,1880.33,4488.42,5779.90,19237.45
19/01/2016,3007.74,10501.79,3223.12,329373.49,1.73,190166.67,13454.00,570166.67,380000.00,1881.33,4476.95,5876.80,19635.81
20/01/2016,2976.69,10366.85,3174.38,329373.49,1.68,172293.67,(17873.00),552293.67,380000.00,1859.33,4471.69,5673.60,18886.30
21/01/2016,2880.48,9975.97,3081.34,329373.49,1.60,148112.70,(24180.97),528112.70,380000.00,1868.99,4472.06,5773.80,18542.15
22/01/2016,2916.56,10111.57,3113.46,341847.09,1.62,154157.48,6044.78,554157.48,400000.00,1906.90,4591.18,5900.00,19080.51
23/01/2016,2916.56,10111.57,3113.46,341847.09,1.62,154157.48,0.00,554157.48,400000.00,1906.90,4591.18,5900.00,19080.51
24/01/2016,2916.56,10111.57,3113.46,341847.09,1.62,154157.48,0.00,554157.48,400000.00,1906.90,4591.18,5900.00,19080.51
25/01/2016,2938.51,10192.53,3128.89,341847.09,1.66,167701.48,13544.00,567701.48,400000.00,1877.08,4518.49,5877.00,19340.14
26/01/2016,2749.79,9483.55,2940.51,347868.69,1.58,139510.54,(28190.94),549510.54,410000.00,1903.63,4567.67,5911.50,18860.80
27/01/2016,2735.56,9422.43,2930.35,366860.25,1.59,141676.05,2165.51,581676.05,440000.00,1882.95,4468.17,5990.40,19052.45
28/01/2016,2655.66,9082.59,2853.76,366860.25,1.54,126370.05,(15306.00),566370.05,440000.00,1893.36,4506.68,5931.80,19195.83
29/01/2016,2737.60,9418.20,2946.09,366860.25,1.63,157845.05,31475.00,597845.05,440000.00,1940.24,4613.95,6083.80,19683.11
30/01/2016,2737.60,9418.20,2946.09,366860.25,1.63,157845.05,0.00,597845.05,440000.00,1940.24,4613.95,6083.80,19683.11
31/01/2016,2737.60,9418.20,2946.09,366860.25,1.63,157845.05,0.00,597845.05,440000.00,1940.24,4613.95,6083.80,19683.11
01/02/2016,2688.85,9322.01,2901.05,366860.25,1.59,145135.05,(12710.00),585135.05,440000.00,1939.38,4620.37,6060.10,19595.50
02/02/2016,2749.57,9610.93,2961.33,366860.25,1.65,165593.05,20458.00,605593.05,440000.00,1903.03,4516.95,5922.00,19446.84
03/02/2016,2739.25,9638.87,2948.64,366860.25,1.64,161629.05,(3964.00),601629.05,440000.00,1912.53,4504.24,5837.10,18991.59
04/02/2016,2781.02,9793.07,2984.76,366860.25,1.67,171571.05,9942.00,611571.05,440000.00,1915.45,4509.56,5898.80,19183.09
05/02/2016,2763.49,9673.48,2963.79,366860.25,1.63,157602.05,(13969.00),597602.05,440000.00,1880.05,4363.14,5848.10,19288.17
06/02/2016,2763.49,9673.48,2963.79,366860.25,1.63,157602.05,0.00,597602.05,440000.00,1880.05,4363.14,5848.10,19288.17
07/02/2016,2763.49,9673.48,2963.79,366860.25,1.63,157602.05,0.00,597602.05,440000.00,1880.05,4363.14,5848.10,19288.17
08/02/2016,2763.49,9673.48,2963.79,366860.25,1.63,157602.05,0.00,597602.05,440000.00,1853.44,4283.75,5689.40,19288.17
09/02/2016,2763.49,9673.48,2963.79,366860.25,1.63,157602.05,0.00,597602.05,440000.00,1852.21,4268.76,5632.20,19288.17
10/02/2016,2763.49,9673.48,2963.79,366860.25,1.63,157602.05,0.00,597602.05,440000.00,1851.86,4283.59,5672.30,19288.17
11/02/2016,2763.49,9673.48,2963.79,366860.25,1.63,157602.05,0.00,597602.05,440000.00,1829.08,4266.84,5537.00,18545.80
12/02/2016,2763.49,9673.48,2963.79,366860.25,1.63,157602.05,0.00,597602.05,440000.00,1864.78,4337.51,5707.60,18319.58
13/02/2016,2763.49,9673.48,2963.79,366860.25,1.63,157602.05,0.00,597602.05,440000.00,1864.78,4337.51,5707.60,18319.58
14/02/2016,2763.49,9673.48,2963.79,366860.25,1.63,157602.05,0.00,597602.05,440000.00,1864.78,4337.51,5707.60,18319.58
15/02/2016,2746.20,9668.85,2946.71,372999.12,1.62,155572.27,(2029.78),605572.27,450000.00,1864.78,4337.51,5824.30,18918.14
16/02/2016,2836.57,10045.37,3037.03,372999.12,1.69,178791.27,23219.00,628791.27,450000.00,1895.58,4435.96,5862.20,19122.08
17/02/2016,2867.34,10161.77,3063.32,372999.12,1.70,182946.27,4155.00,632946.27,450000.00,1926.82,4534.06,6030.30,18924.57
18/02/2016,2862.89,10116.40,3053.70,372999.12,1.69,180041.27,(2905.00),630041.27,450000.00,1917.83,4487.54,5972.00,19363.08
19/02/2016,2860.02,10162.32,3051.58,372999.12,1.68,175268.27,(4773.00),625268.27,450000.00,1917.78,4504.43,5950.20,19285.50
20/02/2016,2860.02,10162.32,3051.58,372999.12,1.68,175268.27,0.00,625268.27,450000.00,1917.78,4504.43,5950.20,19285.50
21/02/2016,2860.02,10162.32,3051.58,372999.12,1.68,175268.27,0.00,625268.27,450000.00,1917.78,4504.43,5950.20,19285.50
22/02/2016,2927.18,10370.99,3118.87,372999.12,1.73,194157.27,18889.00,644157.27,450000.00,1945.50,4570.61,6037.70,19464.09
23/02/2016,2903.33,10299.67,3089.36,372999.12,1.71,187651.27,(6506.00),637651.27,450000.00,1921.27,4503.58,5962.30,19414.78
24/02/2016,2928.90,10307.63,3109.54,372999.12,1.71,186290.27,(1361.00),636290.27,450000.00,1929.80,4542.61,5867.20,19192.45
25/02/2016,2741.25,9551.08,2918.75,372999.12,1.57,137086.97,(49203.30),587086.97,450000.00,1951.70,4582.20,6012.80,18888.75
26/02/2016,2767.21,9573.70,2948.03,372999.12,1.59,143283.97,6197.00,593283.97,450000.00,1948.05,4590.47,6096.00,19364.15
27/02/2016,2767.21,9573.70,2948.03,372999.12,1.59,143283.97,0.00,593283.97,450000.00,1948.05,4590.47,6096.00,19364.15
28/02/2016,2767.21,9573.70,2948.03,372999.12,1.59,143283.97,0.00,593283.97,450000.00,1948.05,4590.47,6096.00,19364.15
29/02/2016,2687.98,9097.36,2877.47,391860.20,1.51,113041.84,(30242.13),593041.84,480000.00,1932.23,4557.95,6097.10,19111.93
01/03/2016,2733.17,9322.00,2930.69,405075.46,1.55,129154.84,16113.00,629154.84,500000.00,1978.35,4689.60,6152.90,19407.46
02/03/2016,2849.68,9766.37,3051.33,405075.46,1.63,159789.84,30635.00,659789.84,500000.00,1986.45,4703.42,6147.10,20003.49
03/03/2016,2859.76,9762.01,3058.42,405075.46,1.62,154589.84,(5200.00),654589.84,500000.00,1993.40,4707.42,6130.50,19941.76
04/03/2016,2874.15,9536.71,3093.89,405075.46,1.63,159698.84,5109.00,659698.84,500000.00,1999.99,4717.02,6199.40,20176.70
05/03/2016,2874.15,9536.71,3093.89,405075.46,1.63,159698.84,0.00,659698.84,500000.00,1999.99,4717.02,6199.40,20176.70
06/03/2016,2874.15,9536.71,3093.89,405075.46,1.63,159698.84,0.00,659698.84,500000.00,1999.99,4717.02,6199.40,20176.70
07/03/2016,2897.34,9703.83,3104.84,405075.46,1.66,171202.84,11504.00,671202.84,500000.00,2001.76,4708.25,6182.40,20159.72
08/03/2016,2901.39,9732.73,3107.67,405075.46,1.68,180825.84,9623.00,680825.84,500000.00,1979.26,4648.82,6125.40,20011.58
09/03/2016,2862.56,9523.14,3071.91,405075.46,1.65,166934.84,(13891.00),666934.84,500000.00,1989.26,4674.38,6146.30,19996.26
10/03/2016,2804.73,9390.35,3013.15,405075.46,1.60,149501.84,(17433.00),649501.84,500000.00,1989.57,4662.16,6036.70,19984.42
11/03/2016,2810.31,9363.41,3018.28,405075.46,1.61,153078.84,3577.00,653078.84,500000.00,2022.19,4748.47,6139.80,20199.60
12/03/2016,2810.31,9363.41,3018.28,405075.46,1.61,153078.84,0.00,653078.84,500000.00,2022.19,4748.47,6139.80,20199.60
13/03/2016,2810.31,9363.41,3018.28,405075.46,1.61,153078.84,0.00,653078.84,500000.00,2022.19,4748.47,6139.80,20199.60
14/03/2016,2859.50,9665.13,3065.69,405075.46,1.68,181075.84,27997.00,681075.84,500000.00,2019.64,4750.28,6174.60,20435.34
15/03/2016,2864.37,9574.19,3074.78,405075.46,1.68,182540.84,1465.00,682540.84,500000.00,2015.93,4728.67,6140.00,20288.77
16/03/2016,2870.43,9469.03,3090.03,405075.46,1.67,177908.84,(4632.00),677908.84,500000.00,2027.22,4763.97,6175.50,20257.70
17/03/2016,2904.83,9791.85,3124.20,405075.46,1.72,197151.84,19243.00,697151.84,500000.00,2040.59,4774.99,6201.10,20503.81
18/03/2016,2955.15,10126.59,3171.96,405075.46,1.77,217850.84,20699.00,717850.84,500000.00,2049.58,4795.65,6189.60,20671.63
19/03/2016,2955.15,10126.59,3171.96,405075.46,1.77,217850.84,0.00,717850.84,500000.00,2049.58,4795.65,6189.60,20671.63
20/03/2016,2955.15,10126.59,3171.96,405075.46,1.77,217850.84,0.00,717850.84,500000.00,2049.58,4795.65,6189.60,20671.63
21/03/2016,3018.80,10394.14,3249.44,393789.68,1.85,249185.84,31335.00,729185.84,480000.00,2051.60,4808.87,6184.60,20684.15
22/03/2016,2999.36,10344.08,3225.79,393789.68,1.86,251249.74,2063.90,731249.74,480000.00,2049.80,4821.66,6192.70,20666.75
23/03/2016,3009.96,10442.38,3236.09,388404.52,1.87,256339.74,5090.00,726339.74,470000.00,2036.71,4768.86,6199.10,20615.23
24/03/2016,2960.97,10283.68,3181.85,388404.52,1.85,246801.74,(9538.00),716801.74,470000.00,2035.94,4773.50,6106.50,20345.61
25/03/2016,2979.43,10339.68,3197.82,388404.52,1.85,247287.74,486.00,717287.74,470000.00,2035.94,4773.50,6106.50,20345.61
26/03/2016,2979.43,10339.68,3197.82,388404.52,1.85,247287.74,0.00,717287.74,470000.00,2035.94,4773.50,6106.50,20345.61
27/03/2016,2979.43,10339.68,3197.82,388404.52,1.85,247287.74,0.00,717287.74,470000.00,2035.94,4773.50,6106.50,20345.61
28/03/2016,2957.82,10276.84,3169.73,388404.52,1.83,241021.74,(6266.00),711021.74,470000.00,2037.05,4766.79,6106.50,20345.61
29/03/2016,2919.83,10094.71,3135.41,388404.52,1.80,228175.74,(12846.00),698175.74,470000.00,2055.01,4846.62,6105.90,20366.30
30/03/2016,3000.64,10445.69,3216.27,388404.52,1.86,252304.74,24129.00,722304.74,470000.00,2063.95,4869.29,6203.20,20803.39
31/03/2016,3003.92,10455.37,3218.09,388404.52,1.86,252826.74,522.00,722826.74,470000.00,2059.74,4869.85,6174.90,20776.70
01/04/2016,3009.53,10379.65,3221.90,388404.52,1.85,247077.74,(5749.00),717077.74,470000.00,2072.78,4914.54,6146.10,20498.92
02/04/2016,3009.53,10379.65,3221.90,388404.52,1.85,247077.74,0.00,717077.74,470000.00,2072.78,4914.54,6146.10,20498.92
03/04/2016,3009.53,10379.65,3221.90,388404.52,1.85,247077.74,0.00,717077.74,470000.00,2072.78,4914.54,6146.10,20498.92
04/04/2016,3009.53,10379.65,3221.90,388404.52,1.85,247077.74,0.00,717077.74,470000.00,2066.13,4891.80,6164.70,20498.92
05/04/2016,3053.07,10640.27,3270.70,388404.52,1.90,268008.74,20931.00,738008.74,470000.00,2045.17,4843.93,6091.20,20177.00
06/04/2016,3050.59,10683.86,3257.53,388404.52,1.92,274947.89,6939.15,744947.89,470000.00,2066.66,4920.72,6161.60,20206.67
07/04/2016,3008.42,10504.88,3209.29,388404.52,1.88,262109.89,(12838.00),732109.89,470000.00,2041.91,4848.37,6136.90,20266.05
08/04/2016,2984.96,10413.54,3173.09,388404.52,1.88,261804.89,(305.00),731804.89,470000.00,2047.60,4850.69,6204.40,20370.40
09/04/2016,2984.96,10413.54,3173.09,388404.52,1.88,261804.89,0.00,731804.89,470000.00,2047.60,4850.69,6204.40,20370.40
